idx,ts,tx,c,t1,t2,t3,t4,h1,h2,h3,h4,datetime
2651643,1642183727,239,1642183733,10.3,13.6,13.4,8.4,58.0,46.0,46.0,64.0,2022-01-14 18:08:47
